Identifier,Physiological experiment id,Date id,Genus,Species,Collection method,Control,Start date,End date,Pre-gravid,Nulliparous,1P,2P,3P,4P,5P,6P,7P,8P,9P,10P,11P,12P,>threshold,Total,Total in paper if different,Threshold,Table number,Figure number,Digitise,Note,ID -- concat
68,1,3,Culex,annulirostris,"Human landing, animal bait",1,26/11/1974,06/12/1974,,42,105,49,6,1,0,0,,,,,,,,203,203,,3,,0,Kowanyama,68 1
68,1,4,Culex,annulirostris,"Human landing, animal bait",1,02/02/1975,15/02/1975,,60,186,74,4,0,0,0,,,,,,,,324,324,,3,,0,Kowanyama,68 1
68,1,5,Culex,annulirostris,"Human landing, animal bait",1,11/05/1975,21/05/1975,,5,8,1,0,0,0,0,,,,,,,,14,14,,3,,0,Kowanyama,68 1
68,1,6,Culex,annulirostris,"Human landing, animal bait",1,08/09/1975,24/09/1975,,12,66,13,1,0,0,0,,,,,,,,92,92,,3,,0,Kowanyama,68 1
68,1,7,Culex,annulirostris,"Human landing, animal bait",1,07/12/1975,22/12/1975,,29,98,26,9,3,0,0,,,,,,,,165,165,,3,,0,Kowanyama,68 1
68,1,8,Culex,annulirostris,"Human landing, animal bait",1,08/01/1976,09/01/1976,,52,27,4,0,0,0,0,,,,,,,,83,83,,3,,0,Kowanyama,68 1
68,1,9,Culex,annulirostris,"Human landing, animal bait",1,29/03/1976,09/04/1976,,186,97,31,7,1,0,0,,,,,,,,322,322,,3,,0,Kowanyama,68 1
68,2,1,Culex,annulirostris,"Human landing, animal bait",1,04/02/1974,11/02/1974,,28,127,39,2,0,0,0,0,0,,,,,,196,196,,4,,0,Charleville,68 2
68,2,2,Culex,annulirostris,"Human landing, animal bait",1,27/03/1974,29/03/1974,,35,69,2,0,0,0,0,0,0,,,,,,106,106,,4,,0,Charleville,68 2
68,2,3,Culex,annulirostris,"Human landing, animal bait",1,19/06/1974,23/06/1974,,165,41,4,0,0,0,0,0,0,,,,,,210,210,,4,,0,Charleville,68 2
68,2,4,Culex,annulirostris,"Human landing, animal bait",1,18/10/1974,18/10/1974,,74,23,0,0,0,0,0,0,0,,,,,,97,97,,4,,0,Charleville,68 2
68,2,5,Culex,annulirostris,"Human landing, animal bait",1,07/03/1975,29/03/1975,,118,64,17,1,0,0,0,0,0,,,,,,200,200,,4,,0,Charleville,68 2
68,2,6,Culex,annulirostris,"Human landing, animal bait",1,13/04/1975,02/05/1975,,54,135,19,1,0,0,0,0,0,,,,,,209,211,,4,,0,Charleville,68 2
68,2,7,Culex,annulirostris,"Human landing, animal bait",1,10/07/1975,14/07/1975,,47,76,16,1,0,0,0,0,0,,,,,,140,140,,4,,0,Charleville,68 2
68,2,8,Culex,annulirostris,"Human landing, animal bait",1,10/08/1975,29/08/1975,,20,68,7,5,0,0,0,0,0,,,,,,100,100,,4,,0,Charleville,68 2
68,2,9,Culex,annulirostris,"Human landing, animal bait",1,05/02/1976,18/02/1975,,127,89,60,10,4,1,1,0,1,,,,,,293,293,,4,,0,Charleville,68 2
69,1,1,Anopheles,quadrimaculatus,Outdoor resting,1,27/03/1964,20/11/1964,664,503,199,93,43,16,11,,,,,,,,,1529,,,1,,0,,69 1
69,2,1,Anopheles,quadrimaculatus,Outdoor resting,1,27/03/1964,20/11/1964,138,475,167,97,31,14,12,3,1,,,,,,,938,,,1,,0,,69 2
69,3,1,Anopheles,quadrimaculatus,Outdoor resting,1,27/03/1964,20/11/1964,64,64,15,8,0,3,,,,,,,,,,154,,,1,,0,,69 3
69,4,1,Anopheles,quadrimaculatus,Outdoor resting,1,27/03/1964,20/11/1964,623,474,215,119,33,16,3,,,,,,,,,1483,,,1,,0,,69 4
69,5,1,Anopheles,quadrimaculatus,Outdoor resting,1,27/03/1964,20/11/1964,147,381,210,106,39,14,9,2,,,,,,,,908,,,1,,0,,69 5
69,6,1,Anopheles,quadrimaculatus,Outdoor resting,0,27/03/1964,20/11/1964,1,1178,761,400,218,53,26,4,5,1,,,,,,2647,,,1,,0,Treated with insecticide in August,69 6
70,1,1,Aedes,abserratus-punctor,"CDC light, net, human-landing",1,01/05/1973,15/08/1974,,223,89,23,,,,,,,,,,,,335,,,1,,0,,70 1
70,2,1,Aedes,canadensis,"CDC light, net, human-landing",1,01/05/1973,15/08/1974,,256,194,38,7,,,,,,,,,,,495,,,1,,0,,70 2
70,3,1,Aedes,stimulans,"CDC light, net, human-landing",1,01/05/1973,15/08/1974,,43,39,8,,,,,,,,,,,,90,,,1,,0,,70 3
70,4,1,Aedes,vexans,"CDC light, net, human-landing",1,01/05/1973,15/08/1974,,126,31,4,,,,,,,,,,,,161,,,1,,0,,70 4
70,5,1,Anopheles,punctipennis,"CDC light, net, human-landing",1,01/05/1973,15/08/1974,,135,38,12,,,,,,,,,,,,185,,,1,,0,,70 5
70,6,1,Coquillettidia,perturbans,"CDC light, net, human-landing",1,01/05/1973,15/08/1974,,47,28,,,,,,,,,,,,,75,,,1,,0,,70 6
70,7,1,Culex,restuans,"CDC light, net, human-landing",1,01/05/1973,15/08/1974,,122,49,,,,,,,,,,,,,171,,,1,,0,,70 7
70,8,1,Aedes,canadensis,"CDC light, net, human-landing",1,01/08/1975,31/10/1975,,25,22,10,5,,,,,,,,,,,62,,,2,,0,,70 8
70,9,1,Aedes,cinerus,"CDC light, net, human-landing",1,01/08/1975,31/10/1975,,8,5,4,,,,,,,,,,,,17,,,2,,0,,70 9
70,10,1,Aedes,sollicitans,"CDC light, net, human-landing",1,01/08/1975,31/10/1975,,90,62,15,,,,,,,,,,,,167,,,2,,0,,70 10
70,11,1,Aedes,stimulans,"CDC light, net, human-landing",1,01/08/1975,31/10/1975,,19,32,20,6,,,,,,,,,,,77,,,2,,0,,70 11
70,12,1,Aedes,triseriatus,"CDC light, net, human-landing",1,01/08/1975,31/10/1975,,60,14,5,,,,,,,,,,,,79,,,2,,0,,70 12
70,13,1,Aedes,vexans,"CDC light, net, human-landing",1,01/08/1975,31/10/1975,,163,58,5,,,,,,,,,,,,226,,,2,,0,,70 13
70,14,1,Coquillettidia,perturbans,"CDC light, net, human-landing",1,01/08/1975,31/10/1975,,9,11,3,,,,,,,,,,,,23,,,2,,0,,70 14
70,15,1,Psorophora,ferox,"CDC light, net, human-landing",1,01/08/1975,31/10/1975,,231,71,6,,,,,,,,,,,,308,,,2,,0,,70 15
71,1,1,Anopheles,melas,Flight trap,1,01/01/1968,31/12/1968,,72,31,14,2,,,,,,,,,,,119,,,1,,0,Combined across heights,71 1
71,2,1,Anopheles,melas,Flight trap,1,01/01/1969,31/12/1969,,76,8,6,,,,,,,,,,,,90,,,2,,0,Combined across heights,71 2
71,3,1,Anopheles,melas,Suction trap,1,01/01/1970,31/12/1970,,173,86,52,19,5,1,0,0,1,,,,,,337,,,3,,0,Combined across heights,71 3
71,4,1,Anopheles,melas,Suction trap,1,01/01/1971,31/12/1971,,293,90,70,22,5,1,,,,,,,,,481,,,5,,0,Combined across heights,71 4
71,5,1,Culex,thalassius,Suction trap,1,01/01/1971,31/12/1971,,207,123,128,72,38,15,1,0,1,,,,,,585,,,5,,0,Combined across heights,71 5
71,6,1,Anopheles,melas,Human landing,1,01/01/1971,31/12/1971,,355,111,81,27,9,1,,,,,,,,,584,,,6,,0,Combined across heights,71 6
71,7,1,Culex,thalassius,Human landing,1,01/01/1971,31/12/1971,,34,29,31,40,16,5,1,2,,,,,,,158,,,6,,0,Combined across heights,71 7
72,1,1,Anopheles,culicifacies,Aspirator,1,01/08/1978,31/08/1978,,57,32,3,2,,,,,,,,,,,94,,,1,,0,Ignored pre-gravid etc. as unclear on meaning here,72 1
72,1,2,Anopheles,culicifacies,Aspirator,1,01/09/1978,30/09/1978,,42,54,8,3,2,,,,,,,,,,109,,,1,,0,Ignored pre-gravid etc. as unclear on meaning here,72 1
72,1,3,Anopheles,culicifacies,Aspirator,1,01/10/1978,31/10/1978,,13,16,1,,,,,1,,,,,,,31,,,1,,0,Ignored pre-gravid etc. as unclear on meaning here,72 1
72,1,4,Anopheles,culicifacies,Aspirator,1,01/11/1978,30/11/1978,,75,16,3,1,,,,,,,,,,,95,,,1,,0,Ignored pre-gravid etc. as unclear on meaning here,72 1
72,1,5,Anopheles,culicifacies,Aspirator,1,01/12/1978,31/12/1978,,65,15,7,7,2,1,,,,,,,,,97,,,1,,0,Ignored pre-gravid etc. as unclear on meaning here,72 1
72,2,1,Anopheles,stephensi,Aspirator,1,01/01/1978,31/01/1978,,39,1,,,,,,,,,,,,,40,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,2,Anopheles,stephensi,Aspirator,1,01/02/1978,28/02/1978,,85,6,,,,,,,,,,,,,91,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,3,Anopheles,stephensi,Aspirator,1,01/03/1978,31/03/1978,,2,12,,,,,,,,,,,,,14,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,4,Anopheles,stephensi,Aspirator,1,01/04/1978,30/04/1978,,29,5,,,,,,,,,,,,,34,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,5,Anopheles,stephensi,Aspirator,1,01/05/1978,31/05/1978,,9,5,,,,,,,,,,,,,14,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,6,Anopheles,stephensi,Aspirator,1,01/06/1978,30/06/1978,,6,8,,,,,,,,,,,,,14,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,7,Anopheles,stephensi,Aspirator,1,01/07/1978,31/07/1978,,16,22,3,1,,,,,,,,,,,42,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,8,Anopheles,stephensi,Aspirator,1,01/08/1978,31/08/1978,,51,41,5,3,1,,,,,,,,,,101,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,9,Anopheles,stephensi,Aspirator,1,01/09/1978,30/09/1978,,53,37,6,,,,,,,,,,,,96,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,10,Anopheles,stephensi,Aspirator,1,01/10/1978,31/10/1978,,37,46,7,3,1,1,1,,,,,,,,96,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,11,Anopheles,stephensi,Aspirator,1,01/11/1978,30/11/1978,,48,35,6,1,,,,,,,,,,,90,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,2,12,Anopheles,stephensi,Aspirator,1,01/12/1978,31/12/1978,,41,42,9,5,,,,,,,,,,,97,,,4,,0,Ignored pre-gravid etc. as unclear on meaning here,72 2
72,3,1,Anopheles,subpictus,Aspirator,1,01/08/1978,31/08/1978,,61,33,5,,,,,,,,,,,,99,,,6,,0,Ignored pre-gravid etc. as unclear on meaning here,72 3
72,3,2,Anopheles,subpictus,Aspirator,1,01/09/1978,30/09/1978,,59,26,4,,,,,,,,,,,,89,,,6,,0,Ignored pre-gravid etc. as unclear on meaning here,72 3
72,3,3,Anopheles,subpictus,Aspirator,1,01/10/1978,31/10/1978,,70,21,9,2,1,,,,,,,,,,103,,,6,,0,Ignored pre-gravid etc. as unclear on meaning here,72 3
72,3,4,Anopheles,subpictus,Aspirator,1,01/11/1978,30/11/1978,,71,27,,,,,,,,,,,,,98,,,6,,0,Ignored pre-gravid etc. as unclear on meaning here,72 3
72,3,5,Anopheles,subpictus,Aspirator,1,01/12/1978,31/12/1978,,81,8,4,4,3,1,,,,,,,,,101,,,6,,0,Ignored pre-gravid etc. as unclear on meaning here,72 3
73,1,1,Anopheles,farauti,Human-landing,1,19/08/1978,01/10/1978,,77,61,29,21,10,2,,,,,,,,,200,,,1,,0,Combined weekly observations to make approximate months,73 1
73,1,2,Anopheles,farauti,Human-landing,1,01/10/1978,20/10/1978,,116,63,67,35,10,5,1,1,1,1,,,,,300,,,1,,0,Combined weekly observations to make approximate months,73 1
73,1,3,Anopheles,farauti,Human-landing,1,04/11/1978,23/11/1978,,119,92,71,58,35,17,5,1,2,,,,,,400,,,1,,0,Combined weekly observations to make approximate months,73 1
